SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DelevieredTo,DelevieredToDate,RAPiD_SampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPID_RowSort,RAPID_ColumnSort,RAPID_UniqueClientCode
YES,YES,YES,,,,FMN_456206_P11_WF05,BN003089,good,13,11/20/2017,KA-17-0153-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,species8,,Legs,0.177,35.4,Euphaedra species8,Euphaedra sp,3/12/2018,K. Dexter,ABRI,Adol,,1025,998,KA170153ABRI
YES,YES,YES,,,,FMN_456206_P11_WF06,BN003012,good,13,11/20/2017,SZS-EUP-173,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,hewitsoni,,Legs,0.18,36,Euphaedra hewitsoni,Euphaedra hewitsoni,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1026,1006,SZSEUP173
YES,YES,YES,,,,FMN_456206_P11_WF07,BN003020,good,13,11/20/2017,SZS-EUP-374,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,miranda,,Legs,0.184,36.8,Euphaedra miranda,Euphaedra miranda,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1027,1014,SZSEUP374
YES,YES,YES,,,,FMN_456206_P11_WF08,BN003058,good,13,11/20/2017,KA-17-0034-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,margueriteae,,Legs,0.186,37.2,Euphaedra margueriteae,Euphaedra margueriteae,3/12/2018,K. Dexter,ABRI,Adol,,1028,1022,KA170034ABRI
YES,YES,YES,,,,FMN_456206_P11_WF09,BN003044,good,13,11/20/2017,BN-SZS-405,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,cooksoni,,Legs,0.193,38.6,Euphaedra cooksoni,Euphaedra cooksoni,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1029,1030,BNSZS405
YES,YES,YES,,,,FMN_456206_P11_WG07,BN003006,good,13,11/20/2017,SZS-EUP-195,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,dargei,,Legs,0.212,42.4,Euphaedra dargei,Euphaedra dargei,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1039,1015,SZSEUP195
YES,YES,YES,,,,FMN_456206_P11_WG08,BN003007,good,13,11/20/2017,SZS-EUP-403,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,diffusa,,Legs,0.219,43.8,Euphaedra diffusa,Euphaedra diffusa,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1040,1023,SZSEUP403
YES,YES,YES,,,,FMN_456206_P11_WG09,BN003047,good,13,11/20/2017,BN-SZS-380,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,eleus,,Legs,0.219,43.8,Euphaedra eleus,,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1041,1031,BNSZS380
YES,YES,YES,,,,FMN_456206_P11_WG10,BN003022,good,13,11/20/2017,SZS-EUP-187,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,permixtum,diva,Legs,0.223,44.6,Euphaedra permixtum,Euphaedra permixtum,3/12/2018,K. Dexter,Szabolcs Sáfián,Adol,,1042,1039,SZSEUP187
YES,YES,YES,,,,FMN_456206_P11_WH12,BN003059,good,13,11/20/2017,KA-17-0037-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,appositiva,,Legs,0.261,52.2,Euphaedra appositiva,Euphaedra appositiva,3/12/2018,K. Dexter,ABRI,Adol,,1056,1056,KA170037ABRI
YES,YES,YES,,,,FMN_456206_P12_WA03,BN003055,good,13,11/20/2017,KA-17-0023-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,sankuruensis,,Legs,0.285,57,Euphaedra sankuruensis,,3/12/2018,K. Dexter,ABRI,Adol,,1059,1073,KA170023ABRI
YES,YES,YES,,,,FMN_456206_P12_WA07,BN003177,good,13,11/29/2017,SZS-EUP-896,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,ueleana,,Legs,0.292,58.4,Euphaedra ueleana,Euphaedra ueleana,3/12/2018,K. Dexter,ABRI,Adol,,1063,1105,SZSEUP896
YES,YES,YES,,,,FMN_456206_P12_WC04,BN003053,good,13,11/20/2017,KA-17-0019-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,ansorgei,,Legs,0.43,86,Euphaedra ansorgei,Euphaedra ansorgei,3/12/2018,K. Dexter,ABRI,Adol,,1084,1083,KA170019ABRI
YES,YES,YES,,,,FMN_456206_P09_WC11,BN003211,low,13,--,KA1086,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirabilis,,--,0.0107,2.14,Euptera mirabilis,Euptera mirifica,3/5/2018,Kwaku,--,Adol,,803,851,KA1086
YES,YES,YES,,,,FMN_456206_P09_WE05,BN003243,low,13,--,KA415,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirifica,,--,0.0157,3.14,Euptera mirifica,Euptera mirifica,3/5/2018,Kwaku,--,Adol,,821,805,KA415
YES,YES,YES,,,,FMN_456206_P09_WF11,BN003077,good,13,11/20/2017,KA-17-0115-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,choveti,,Legs,0.0231,4.62,Euptera choveti,Euptera choveti,3/5/2018,K. Dexter,ABRI,Adol,,839,854,KA170115ABRI
YES,YES,YES,,,,FMN_456206_P09_WG04,BN003071,good,13,11/20/2017,KA-17-0100-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,amieti,,Legs,0.0241,4.82,Euptera amieti,Euptera amieti,3/5/2018,K. Dexter,ABRI,Adol,,844,799,KA170100ABRI
YES,YES,YES,,,,FMN_456206_P09_WG05,BN003242,good,13,--,KA414,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,crowleyi,,--,0.0243,4.86,Euptera crowleyi,Euptera crowleyi,3/5/2018,Kwaku,--,Adol,,845,807,KA414
YES,YES,YES,,,,FMN_456206_P09_WG08,BN003083,good,13,11/20/2017,KA-17-0128-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,zowa,,Legs,0.025,5,Euptera zowa,Euptera zowa,3/5/2018,K. Dexter,ABRI,Adol,,848,831,KA170128ABRI
YES,YES,YES,,,,FMN_456206_P09_WG10,BN003086,good,13,11/20/2017,KA-17-0136-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,centralis,,Legs,0.0259,5.18,Euptera centralis,,3/5/2018,K. Dexter,ABRI,Adol,,850,847,KA170136ABRI
YES,YES,YES,,,,FMN_456206_P09_WG12,BN003069,good,13,11/20/2017,KA-17-0095-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,hirundo,,Legs,0.0264,5.28,Euptera hirundo,Euptera hirundo,3/5/2018,K. Dexter,ABRI,Adol,,852,863,KA170095ABRI
YES,YES,YES,,,,FMN_456206_P09_WH02,BN003084,good,13,11/20/2017,KA-17-0131-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,pluto,primitiva,Legs,0.0275,5.5,Euptera pluto,Euptera pluto,3/5/2018,K. Dexter,ABRI,Adol,,854,784,KA170131ABRI
YES,YES,YES,,,,FMN_456206_P09_WH04,BN003072,good,13,11/20/2017,KA-17-0103-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,collinsi,,Legs,0.0284,5.68,Euptera collinsi,Euptera collinsi,3/5/2018,K. Dexter,ABRI,Adol,,856,800,KA170103ABRI
YES,YES,YES,,,,FMN_456206_P09_WH11,BN003085,good,13,11/20/2017,KA-17-0134-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,aurantiaca,,Legs,0.0312,6.24,Euptera aurantiaca,Euptera aurantiaca,3/5/2018,K. Dexter,ABRI,Adol,,863,856,KA170134ABRI
YES,YES,YES,,,,FMN_456206_P10_WA10,BN003073,good,13,11/20/2017,KA-17-0104-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,plantroui,,Legs,0.0363,7.26,Euptera plantroui,Euptera plantroui,3/5/2018,K. Dexter,ABRI,Adol,,874,937,KA170104ABRI
YES,YES,YES,,,,FMN_456206_P10_WA12,BN003087,good,13,11/20/2017,KA-17-0141-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,kinugnana,,Legs,0.0367,7.34,Euptera kinugnana,Euptera kinugnana,3/5/2018,K. Dexter,ABRI,Adol,,876,953,KA170141ABRI
YES,YES,YES,,,,FMN_456206_P10_WC01,BN003081,good,13,11/20/2017,KA-17-0120-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,ducarmei,,Legs,0.0438,8.76,Euptera ducarmei,Euptera ducarmei,3/5/2018,K. Dexter,ABRI,Adol,,889,867,KA170120ABRI
YES,YES,YES,,,,FMN_456206_P10_WC04,BN003070,good,13,11/20/2017,KA-17-0096-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,falcata,,Legs,0.0465,9.3,Euptera falcata,Euptera falcata,3/5/2018,K. Dexter,ABRI,Adol,,892,891,KA170096ABRI
YES,YES,YES,,,,FMN_456206_P10_WC09,BN003075,good,13,11/20/2017,KA-17-0109-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,cameruna,,Legs,0.0482,9.64,Euptera cameruna,,3/5/2018,K. Dexter,ABRI,Adol,,897,931,KA170109ABRI
YES,YES,YES,,,,FMN_456206_P10_WC10,BN003088,good,13,11/20/2017,KA-17-0148-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,dorothea,warrengashi,Legs,0.0485,9.7,Euptera dorothea,Euptera dorothea,3/5/2018,K. Dexter,ABRI,Adol,,898,939,KA170148ABRI
YES,YES,YES,,,,FMN_456206_P10_WC11,BN003076,good,13,11/20/2017,KA-17-0110-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,grepi,,Legs,0.0497,9.94,Euptera grepi,Euptera grepi,3/5/2018,K. Dexter,ABRI,Adol,,899,947,KA170110ABRI
YES,YES,YES,,,,FMN_456206_P10_WE10,BN003082,good,13,11/20/2017,KA-17-0122-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,ituriensis,,Legs,0.0625,12.5,Euptera ituriensis,Euptera ituriensis,3/5/2018,K. Dexter,ABRI,Adol,,922,941,KA170122ABRI
YES,YES,YES,,,,FMN_456206_P10_WF04,BN003078,good,13,11/20/2017,KA-17-0116-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,ginettae,,Legs,0.064,12.8,Euptera ginettae,Euptera ginettae,3/5/2018,K. Dexter,ABRI,Adol,,928,894,KA170116ABRI
YES,YES,YES,,,,FMN_456206_P10_WG02,BN003080,good,13,11/20/2017,KA-17-0118-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mocquerysi,,Legs,0.0759,15.2,Euptera mocquerysi,Euptera mocquerysi,3/5/2018,K. Dexter,ABRI,Adol,,938,879,KA170118ABRI
YES,YES,YES,,,,FMN_456206_P09_WC08,BN003207,low,13,--,KA1081,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,luteostriata,,--,0.01,2,Euriphene luteostriata,Euriphene luteostriata,3/5/2018,Kwaku,--,Adol,,800,827,KA1081
YES,YES,YES,,,,FMN_456206_P09_WD09,BN003187,low,13,--,A-9-KA,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,obsoleta,munene,--,0.0123,2.46,Euriphene obsoleta,Euriphene obsoleta,3/5/2018,Kwaku,--,Adol,,813,836,A9KA
YES,YES,YES,,,,FMN_456206_P09_WD11,BN003248,low,13,--,KA451,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,incerta,incerta,--,0.0142,2.84,Euriphene incerta,Euriphene incerta,3/5/2018,Kwaku,--,Adol,,815,852,KA451
YES,YES,YES,,,,FMN_456206_P09_WE03,BN003208,low,13,--,KA1083,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,romi,,--,0.0154,3.08,Euriphene romi,Euriphene romi,3/5/2018,Kwaku,--,Adol,,819,789,KA1083
YES,YES,YES,,,,FMN_456206_P09_WE09,BN003221,good,13,--,KA2044,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,duseni,canui,--,0.0167,3.34,Euriphene duseni,Euriphene duseni,3/5/2018,Kwaku,--,Adol,,825,837,KA2044
YES,YES,YES,,,,FMN_456206_P09_WF06,BN003220,low,13,--,KA2043,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,obtusangula,,--,0.0201,4.02,Euriphene obtusangula,Euriphene obtusangula,3/5/2018,Kwaku,--,Adol,,834,814,KA2043
YES,YES,YES,,,,FMN_456206_P09_WH06,BN003246,good,13,--,KA424,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,amaranta,,--,0.0286,5.72,Euriphene amaranta,Euriphene amaranta,3/5/2018,Kwaku,--,Adol,,858,816,KA424
YES,YES,YES,,,,FMN_456206_P10_WA03,BN003167,good,13,11/29/2017,KA-17-0480-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,daeglassi,,Legs,0.0322,6.64,Euriphene daeglassi,,3/5/2018,K. Dexter,ABRI,Adol,,867,881,KA170480ABRI
YES,YES,YES,,,,FMN_456206_P10_WA05,BN003247,good,13,--,KA426,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,excelsior,,--,0.0335,6.7,Euriphene excelsior,Euriphene excelsior,3/5/2018,Kwaku,--,Adol,,869,897,KA426
YES,YES,YES,,,,FMN_456206_P10_WE07,BN003166,good,13,11/29/2017,KA-17-0479-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,melanops,,Legs,0.0613,12.3,Euriphene melanops,Euriphene melanops,3/5/2018,K. Dexter,ABRI,Adol,,919,917,KA170479ABRI
YES,YES,YES,,,,FMN_456206_P10_WF05,BN003168,good,13,11/29/2017,KA-17-0481-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,camarensis,,Legs,0.0647,12.9,Euriphene camarensis,Euriphene camarensis,3/5/2018,K. Dexter,ABRI,Adol,,929,902,KA170481ABRI
YES,YES,YES,,,,FMN_456206_P10_WH02,BN003169,good,13,11/29/2017,KA-17-0482-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,sp.nov.bioko,,Legs,0.0822,16.4,Euriphene sp.nov.bioko,Euriphene sp,3/5/2018,K. Dexter,ABRI,Adol,,950,880,KA170482ABRI
YES,YES,YES,,,,FMN_456206_P10_WH10,BN003164,good,13,11/29/2017,KA-17-0471-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,abasa,,Legs,0.0882,17.6,Euriphene abasa,Euriphene abasa,3/5/2018,K. Dexter,ABRI,Adol,,958,944,KA170471ABRI
YES,YES,YES,,,,FMN_456206_P11_WF04,BN003165,good,13,11/29/2017,KA-17-0475-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,conjungens,,Legs,0.173,34.6,Euriphene conjungens,Euriphene conjungens,3/12/2018,K. Dexter,ABRI,Adol,,1024,990,KA170475ABRI
YES,YES,YES,,,,FMN_456206_P11_WF11,BN001755,good,13,1/18/2017,BN-SZS-00132,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,lomaensis,,Thorax,0.196,39.2,Euriphene lomaensis,Euriphene lomaensis,3/12/2018,K.Dexter,M. Espeland,Adol,,1031,1046,BNSZS00132
YES,YES,YES,,,,FMN_456206_P11_WG11,BN003163,good,13,11/29/2017,KA-17-0468-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,pallidior,,Legs,0.225,45,Euriphene pallidior,Euriphene pallidior,3/12/2018,K. Dexter,ABRI,Adol,,1043,1047,KA170468ABRI
YES,YES,YES,,,,FMN_456206_P14_WD12,BN001754,good,13,1/18/2017,BN-SZS-00275,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,atossa,,Thorax,0.345,69,Euriphene atossa,Euriphene atossa,3/12/2018,K.Dexter,M. Espeland,,,1296,1340,BNSZS00275
YES,YES,YES,,,,FMN_456206_P09_WE07,BN003158,low,13,11/29/2017,KA-17-0453-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,species9,,Legs,0.0163,3.26,Euryphura species9,Euryphura sp,3/5/2018,K. Dexter,ABRI,Adol,,823,821,KA170453ABRI
YES,YES,YES,,,,FMN_456206_P09_WH07,BN003161,good,13,11/29/2017,KA-17-0458-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,achlys,,Legs,0.0293,5.86,Euryphura achlys,Euryphura achlys,3/5/2018,K. Dexter,ABRI,Adol,,859,824,KA170458ABRI
YES,YES,YES,,,,FMN_456206_P10_WC05,BN003160,good,13,11/29/2017,KA-17-0456-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,euthalioides,,Legs,0.0471,9.42,Euryphura euthalioides,Euryphura chalcis,3/5/2018,K. Dexter,ABRI,Adol,,893,899,KA170456ABRI
YES,YES,YES,,,,FMN_456206_P11_WB01,BN003157,good,13,11/29/2017,KA-17-0451-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,vansomereni,,Legs,0.101,20.2,Euryphura vansomereni,Euryphura chalcis,3/12/2018,K. Dexter,ABRI,Adol,,973,962,KA170451ABRI
YES,YES,YES,,,,FMN_456206_P11_WE11,BN003162,good,13,11/29/2017,KA-17-0463-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,nobilis,,Legs,0.157,31.4,Euryphura nobilis,Euryphurana nobilis,3/12/2018,K. Dexter,ABRI,Adol,,1019,1045,KA170463ABRI
YES,YES,YES,,,,FMN_456206_P11_WB02,BN001761,good,13,1/18/2017,BN-SZS-00049,Nymphalidae,Limenitidinae,Adoliadini,,Eurytela,hiarbas,,Thorax,0.101,20.2,Eurytela hiarbas,,3/12/2018,K.Dexter,M. Espeland,,,974,970,BNSZS00049
YES,YES,YES,,,,FMN_456206_P11_WC05,BN003180,good,13,11/29/2017,BN-SZS-00043,Nymphalidae,Limenitidinae,Adoliadini,,Eurytela,alinda,,Thorax,0.115,23,Eurytela alinda,Eurytela alinda,3/12/2018,K. Dexter,ABRI,Adol,,989,995,BNSZS00043
YES,YES,YES,,,,FMN_456206_P11_WD02,BN003534,good,13,2/1/2018,LEP 59798,Nymphalidae,Limenitidinae,Adoliadini,,Euthalia,kosempona,,Abdomen Soak,0.126,25.2,Euthalia kosempona,Euthalia kosempona,3/12/2018,K. Dexter,MGCL Dry Collection,Adol,,998,972,LEP59798
YES,YES,YES,,,,FMN_456206_P14_WD10,BN003536,good,13,2/1/2018,LEP 59800,Nymphalidae,Limenitidinae,Adoliadini,,Euthalia,tibetana,,Abdomen Soak,0.326,65.2,Euthalia tibetana,Euthalia thibetana,3/12/2018,K. Dexter,MGCL Dry Collection,Adol,,1294,1324,LEP59800
YES,YES,YES,,,,FMN_456206_P09_WD12,BN003091,low,13,11/20/2017,KA-17-0164-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudacraea,imitator,,Legs,0.0144,2.88,Pseudacraea imitator,,3/5/2018,K. Dexter,ABRI,Adol,,816,860,KA170164ABRI
YES,YES,YES,,,,FMN_456206_P09_WD03,BN003201,low,13,--,KA1074,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,neptidina,,--,0.0109,2.18,Pseudathyma neptidina,Pseudathyma neptidina,3/5/2018,Kwaku,--,Adol,,807,788,KA1074
YES,YES,YES,,,,FMN_456206_P09_WE06,BN003205,low,13,--,KA1079,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,callina,,--,0.0162,3.24,Pseudathyma callina,Pseudathyma callina,3/5/2018,Kwaku,--,Adol,,822,813,KA1079
YES,YES,YES,,,,FMN_456206_P10_WD09,BN003064,good,13,11/20/2017,KA-17-0077-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,jacksoni,jacksoni,Legs,0.0546,10.9,Pseudathyma jacksoni,Pseudathyma jacksoni,3/5/2018,K. Dexter,ABRI,Adol,,909,932,KA170077ABRI
YES,YES,YES,,,,FMN_456206_P10_WF02,BN003066,good,13,11/20/2017,KA-17-0083-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,legeri,,Legs,0.0634,12.7,Pseudathyma legeri,Pseudathyma legeri,3/5/2018,K. Dexter,ABRI,Adol,,926,878,KA170083ABRI
YES,YES,YES,,,,FMN_456206_P11_WB12,BN003181,good,13,11/29/2017,KA-17-0079-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,jacksoni,kivuensis,Legs,0.109,21.8,Pseudathyma jacksoni,Pseudathyma jacksoni,3/12/2018,K. Dexter,ABRI,Adol,,984,1050,KA170079ABRI
YES,YES,YES,,,,FMN_456206_P11_WD04,BN003065,good,13,11/20/2017,KA-17-0082-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,cyrili,,Legs,0.129,25.8,Pseudathyma cyrili,Pseudathyma cyrili,3/12/2018,K. Dexter,ABRI,Adol,,1000,988,KA170082ABRI
YES,YES,YES,,,,FMN_456206_P11_WD10,BN003067,good,13,11/20/2017,KA-17-0086-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,plutonica,plutonica,Legs,0.139,27.8,Pseudathyma plutonica,Pseudathyma plutonica,3/12/2018,K. Dexter,ABRI,Adol,,1006,1036,KA170086ABRI
YES,YES,YES,,,,FMN_456206_P11_WH07,BN003068,good,13,11/20/2017,KA-17-0093-ABRI,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,lucretioides,rondo,Legs,0.255,51,Pseudathyma lucretioides,Pseudathyma lucretioides,3/12/2018,K. Dexter,ABRI,Adol,,1051,1016,KA170093ABRI
YES,YES,YES,,,,FMN_456206_P10_WB02,BN002937,good,13,11/15/2017,LEP 53092,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,syma,,Thorax,0.0371,7.42,Adelpha syma,Adelpha syma,3/5/2018,K. Dexter,Ana B. B. Morais,,,878,874,LEP53092
YES,YES,YES,,,,FMN_456206_P14_WF08,BN002939,good,13,11/15/2017,LEP 53093,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,zea,,Thorax,0.43,86,Adelpha zea,Adelpha zea,3/12/2018,K. Dexter,Ana B. B. Morais,,,1316,1310,LEP53093
YES,YES,YES,,,,FMN_456206_P10_WE05,BN003320,good,13,12/13/2017,WT-16-P001,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,reta,moorei,Abdomen,0.0598,12,Athyma reta,Athyma reta,3/5/2018,K. Dexter,ABRI,Adol,,917,901,WT16P001
YES,YES,YES,,,,FMN_456206_P10_WH04,BN003310,good,13,12/13/2017,HD-16-P060,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,clerica,clerica,Thorax,0.0831,16.6,Athyma clerica,Athyma clerica,3/5/2018,K. Dexter,ABRI,Adol,,952,896,HD16P060
YES,YES,YES,,,,FMN_456206_P11_WC01,BN003311,good,13,12/13/2017,HD-16-P061,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,kanwa,kanwa,Thorax,0.11,22,Athyma kanwa,Athyma kanwa,3/12/2018,K. Dexter,ABRI,Adol,,985,963,HD16P061
YES,YES,YES,,,,FMN_456206_P12_WA01,BN003302,good,13,12/13/2017,CN-16-P008,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,recurva,,Abdomen,0.27,54,Athyma recurva,Limenitis recurva,3/12/2018,K. Dexter,ABRI,Adol,,1057,1057,CN16P008
YES,YES,YES,,,,FMN_456206_P12_WA12,BN003241,good,13,--,YI-16-P015,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,zeroca,,--,0.315,63,Athyma zeroca,Athyma zeroca,3/12/2018,Kwaku,--,Adol,,1068,1145,YI16P015
YES,YES,YES,,,,FMN_456206_P12_WB11,BN003319,good,13,12/13/2017,VN-16-D185,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,opalina,,Abdomen,0.387,77.4,Athyma opalina,Athyma opalina,3/12/2018,K. Dexter,ABRI,Adol,,1079,1138,VN16D185
YES,YES,YES,,,,FMN_456206_P14_WF11,BN003339,good,13,12/13/2017,DL-16-V246,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,pravara,,Abdomen,0.443,88.6,Athyma pravara,Athyma pravara,3/12/2018,K. Dexter,ABRI,Adol,,1319,1334,DL16V246
YES,YES,YES,,,,FMN_456206_P14_WG08,BN003341,good,13,12/13/2017,DL-16-V250,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,nefte,,Abdomen,0.49,98,Athyma nefte,Athyma nefte,3/12/2018,K. Dexter,ABRI,Adol,,1328,1311,DL16V250
YES,YES,YES,,,,FMN_456206_P12_WB03,BN001926,good,13,7/14/2017,LEP 28929,Nymphalidae,Limenitidinae,Limenitidini,,Moduza,jumaloni,,Thorax,0.345,69,Moduza jumaloni,Moduza jumaloni,3/12/2018,K. Dexter,,Adol,,1071,1074,LEP28929
YES,YES,YES,,,,FMN_456206_P14_WG01,BN003316,good,13,12/13/2017,IT-16-P025,Nymphalidae,Limenitidinae,Limenitidini,,Moduza,aemonia,,Thorax,0.453,90.6,Moduza aemonia,Moduza aemonia,3/12/2018,K. Dexter,ABRI,Adol,,1321,1255,IT16P025
YES,YES,YES,,,,FMN_456206_P09_WC09,BN003350,low,13,12/13/2017,DL-12-R073,Nymphalidae,Limenitidinae,Limenitidini,,Parasarpa,libnites,,Abdomen,0.0101,2.02,Parasarpa libnites,,3/5/2018,K. Dexter,ABRI,Adol,,801,835,DL12R073
YES,YES,YES,,,,FMN_456206_P14_WG04,BN003329,good,13,12/13/2017,DL-12-E027,Nymphalidae,Limenitidinae,Limenitidini,,Parasarpa,lymire,,Abdomen,0.464,92.8,Parasarpa lymire,,3/12/2018,K. Dexter,ABRI,Adol,,1324,1279,DL12E027
YES,YES,YES,,,,FMN_456206_P09_WE11,BN003176,low,13,11/29/2017,KA-17-0514-ABRI,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,expansa,,Legs,0.0183,3.66,Pseudacraea expansa,,3/5/2018,K. Dexter,ABRI,Adol,,827,853,KA170514ABRI
YES,YES,YES,,,,FMN_456206_P09_WF04,BN003476,good,13,1/24/2018,KA-17-0512-ABRI,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,gamae,,Legs,0.0197,3.94,Pseudacraea gamae,NA,3/5/2018,K. Dexter,ABRI - Nairobi,Adol,,832,798,KA170512ABRI
YES,YES,YES,,,,FMN_456206_P09_WG07,BN003172,good,13,11/29/2017,KA-17-0506-ABRI,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,theorini,bioko,Legs,0.0247,4.94,Pseudacraea theorini,Pseudacraea eurytus,3/5/2018,K. Dexter,ABRI,Adol,,847,823,KA170506ABRI
YES,YES,YES,,,,FMN_456206_P10_WA07,BN003170,good,13,11/29/2017,KA-17-0502-ABRI,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,fulvaria,,Legs,0.035,7,Pseudacraea fulvaria,Pseudacraea eurytus,3/5/2018,K. Dexter,ABRI,Adol,,871,913,KA170502ABRI
YES,YES,YES,,,,FMN_456206_P10_WB12,BN003174,good,13,11/29/2017,KA-17-0509-ABRI,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,apaturoides,,Legs,0.0425,8.5,Pseudacraea apaturoides,,3/5/2018,K. Dexter,ABRI,Adol,,888,954,KA170509ABRI
